Align,Alive,date corrigé,EYE,First Appearance,GSM,Hair,ID,Name,SEX,Today,Universe,DC,Marvel,Number of Records,Time of existence,Total number of appearances
Bad Characters,Living Characters,,,01-12-2007,,Blond Hair,Secret Identity,Bizarro Green Arrow (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,14,1
Bad Characters,Living Characters,,,01-12-2007,,Black Hair,Secret Identity,Bizarro Robin (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,14,1
Bad Characters,Living Characters,,,01-11-2007,,Blond Hair,Secret Identity,Bizarro Toyman (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,14,1
Bad Characters,Living Characters,,Brown Eyes,01-11-2007,,Brown Hair,Secret Identity,Dale Smith (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,14,1
,Living Characters,,,01-10-2007,,,,Damara (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,14,1
,Living Characters,,,01-09-2007,,,,Eurybe (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,14,1
Bad Characters,Living Characters,,,01-12-2007,,,Secret Identity,Gas Chamber (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,14,1
Neutral Characters,Deceased Characters,,Brown Eyes,01-01-2007,,Brown Hair,Public Identity,George Calderon (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,14,1
,Deceased Characters,,,01-09-2007,,,,Helene (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,14,1
Good Characters,Living Characters,,,01-03-2007,,,Public Identity,Horus (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,14,1
Bad Characters,Living Characters,,,01-04-2007,,,Secret Identity,Impulse (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,14,1
Bad Characters,Living Characters,,,01-10-2007,,,,Jack of Hearts II (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,14,1
Bad Characters,Deceased Characters,,Yellow Eyes,01-11-2007,,Brown Hair,Secret Identity,Jackson Jones (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,14,1
Bad Characters,Living Characters,,Blue Eyes,01-04-2007,,Blond Hair,Public Identity,Khyrana (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,14,1
Bad Characters,Living Characters,,,01-10-2007,,,,King of Hearts II (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,14,1
Good Characters,Living Characters,,,01-11-2007,,Brown Hair,,Laryn Nelson (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,14,1
,Living Characters,,,01-11-2007,,Brown Hair,,Marissa Nelson (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,14,1
,Living Characters,,,01-08-2007,,Brown Hair,,Marta (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,14,1
Bad Characters,Living Characters,,,01-12-2007,,,Secret Identity,Master Task (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,14,1
Bad Characters,Deceased Characters,,,01-07-2007,,,,Max Roboto (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,14,1
Good Characters,Living Characters,,Green Eyes,01-05-2007,,Blond Hair,Secret Identity,Maxi-Man II (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,14,1
Bad Characters,Living Characters,,,01-11-2007,,Black Hair,Public Identity,Nina Close (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,14,1
Bad Characters,Living Characters,,,01-10-2007,,,,Queen of Hearts III (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,14,1
Bad Characters,Living Characters,,,01-02-2007,,,Secret Identity,Rebel II (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,14,1
Neutral Characters,Living Characters,,,01-02-2007,,Red Hair,,Roxanne Snow (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,14,1
Bad Characters,Living Characters,,,01-12-2007,,,Secret Identity,Seducer (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,14,1
Bad Characters,Living Characters,,,01-01-2007,,Brown Hair,Secret Identity,Strongarm (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,14,1
Bad Characters,Deceased Characters,,,01-12-2007,,,Secret Identity,Thunderer II (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,14,1
Good Characters,Deceased Characters,,Black Eyes,01-05-2006,,Brown Hair,Secret Identity,Barnabus (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,15,1
Good Characters,Living Characters,,Black Eyes,01-04-2006,Homosexual Characters,Black Hair,Secret Identity,Big Thunder (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,15,1
Bad Characters,Living Characters,,,01-01-2006,,,Public Identity,Blur (New Earth),,02-10-2021,DC Comics,1,,1,15,1
Bad Characters,Living Characters,,,01-10-2006,,,,Bous3dra (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,15,1
,Deceased Characters,,,01-01-2006,,Brown Hair,,Bryony (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,15,1
Good Characters,Living Characters,,Black Eyes,01-04-2006,,Brown Hair,Secret Identity,Bulletdog (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,15,1
Bad Characters,Living Characters,,,01-01-2006,,,Public Identity,Buster (New Earth),,02-10-2021,DC Comics,1,,1,15,1
,Living Characters,,Brown Eyes,01-01-2006,,Brown Hair,,Cilissa (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,15,1
Good Characters,Living Characters,,,01-10-2006,,,Secret Identity,Dynamole (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,15,1
Good Characters,Living Characters,,,01-10-2006,,Black Hair,Secret Identity,E.S. Pete (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,15,1
,Deceased Characters,,,01-05-2006,,,Public Identity,Elaine Curry (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,15,1
,Living Characters,,,01-10-2006,,Brown Hair,Public Identity,Eric Trautmann (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,15,1
Bad Characters,Living Characters,,Blue Eyes,01-09-2006,,Blond Hair,Secret Identity,Erik Hanson (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,15,1
Neutral Characters,Living Characters,,Brown Eyes,01-09-2006,,Black Hair,,Esteban of the Posse (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,15,1
,Living Characters,,,01-02-2006,,,,Felicia (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,15,1
Good Characters,Living Characters,,,01-10-2006,,,Secret Identity,Fireface (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,15,1
Good Characters,Living Characters,,,01-10-2006,,,Secret Identity,Gladiator Giant (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,15,1
Bad Characters,Living Characters,,,01-11-2006,,,,Harvest II (New Earth),,02-10-2021,DC Comics,1,,1,15,1
Bad Characters,Living Characters,,,01-10-2006,,,,Headmaster (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,15,1
Good Characters,Deceased Characters,,,01-09-2006,,Black Hair,Public Identity,Henry Knight (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,15,1
Good Characters,Living Characters,,,01-09-2006,,Black Hair,Secret Identity,Honest Abe (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,15,1
Good Characters,Living Characters,,,01-10-2006,,,Secret Identity,Immortal Bald-Man-in-Armor (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,15,1
Good Characters,Living Characters,,,01-10-2006,,,Secret Identity,Jack of All Trades (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,15,1
,Living Characters,,,01-09-2006,,,,Jonathan Warrawa (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,15,1
,Living Characters,,,01-11-2006,,,,Joseph Kline (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,15,1
Bad Characters,Deceased Characters,,,01-01-2006,,,,King of Spades VI (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,15,1
Good Characters,Living Characters,,,01-04-2006,,,Secret Identity,King of the Cats II (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,15,1
Good Characters,Deceased Characters,,,01-10-2006,,,,Lady Liberty II (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,15,1
Good Characters,Deceased Characters,,Green Eyes,01-06-2006,,Red Hair,Secret Identity,Lady Liberty III (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,15,1
Neutral Characters,Deceased Characters,,Blue Eyes,01-01-2006,,Blond Hair,Public Identity,Lance Harrower (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,15,1
Bad Characters,Living Characters,,,01-10-2006,,,Public Identity,Marisius (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,15,1
Good Characters,Living Characters,,Black Eyes,01-01-2006,,White Hair,Public Identity,Mickey the Mouse (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,15,1
Good Characters,Deceased Characters,,Brown Eyes,01-12-2006,,Black Hair,Public Identity,Mother Zed (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,15,1
Good Characters,Living Characters,,,01-10-2006,,,Secret Identity,Poledancer (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,15,1
Bad Characters,Living Characters,,,01-01-2006,,,Public Identity,Quaker (New Earth),,02-10-2021,DC Comics,1,,1,15,1
Bad Characters,Living Characters,,,01-01-2006,,,Public Identity,Sapling (New Earth),,02-10-2021,DC Comics,1,,1,15,1
Bad Characters,Deceased Characters,,,01-10-2006,,,Identity Unknown,Sewer King (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,15,1
Good Characters,Living Characters,,Green Eyes,01-02-2006,,Black Hair,,Shirea Vaas (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,15,1
Bad Characters,Living Characters,,,01-01-2006,,,Public Identity,Silhouette II (New Earth),,02-10-2021,DC Comics,1,,1,15,1
,Deceased Characters,,,01-01-2006,,Brown Hair,,Sitra (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,15,1
Bad Characters,Living Characters,,,01-11-2006,,Red Hair,Secret Identity,Sparkplug (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,15,1
Bad Characters,Living Characters,,,01-10-2006,,,,Spinner (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,15,1
Neutral Characters,Living Characters,,Black Eyes,01-04-2006,,Black Hair,Public Identity,Suli Stellamaris (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,15,1
,Deceased Characters,,,01-01-2006,,,,Tekla (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,15,1
Good Characters,Living Characters,,Brown Eyes,01-09-2006,,Black Hair,,Terri Thirteen (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,15,1
Good Characters,Living Characters,,,01-04-2006,,Red Hair,Secret Identity,Thumbelina (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,15,1
Bad Characters,Living Characters,,,01-01-2006,,,,Thunderhand (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,15,1
Good Characters,Living Characters,,,01-10-2006,,,Secret Identity,Tornado Ninja (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,15,1
Bad Characters,Living Characters,,Black Eyes,01-01-2006,,Black Hair,Secret Identity,Uglyhead (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,15,1
Bad Characters,Living Characters,,,01-05-2006,,Blond Hair,Secret Identity,Vitaman (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,15,1
Bad Characters,Deceased Characters,,,01-04-2006,,,Public Identity,Water (New Earth),Genderless Characters,02-10-2021,DC Comics,1,,1,15,1
Bad Characters,Living Characters,,,01-02-2006,,,Secret Identity,Wicker Man (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,15,1
Neutral Characters,Deceased Characters,,,01-09-2006,,,,Xolotl (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,15,1
Neutral Characters,Living Characters,,,01-04-2006,,,Public Identity,Zbigniew X (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,15,1
Good Characters,Deceased Characters,,Brown Eyes,01-07-2005,,Brown Hair,,Ahmed Samsarra (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,16,1
Neutral Characters,Living Characters,,Black Eyes,01-10-2005,,Black Hair,Public Identity,Antonio Silencio (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,16,1
Bad Characters,Deceased Characters,,,01-04-2005,,,Secret Identity,Boy Blue (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,16,1
Good Characters,Living Characters,,Black Eyes,01-11-2005,,Black Hair,Secret Identity,Captain (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,16,1
Good Characters,Living Characters,,Black Eyes,01-05-2005,,,Public Identity,Caradoc (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,16,1
Bad Characters,Living Characters,,,01-03-2005,,Black Hair,,David Sutabi (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,16,1
Neutral Characters,Living Characters,,Blue Eyes,01-04-2005,,Black Hair,Public Identity,Debra Sinclair (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,16,1
Bad Characters,Living Characters,,Black Eyes,01-08-2005,,Black Hair,Secret Identity,Ebeneezer Badde (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,16,1
Bad Characters,Living Characters,,,01-11-2005,,,Secret Identity,Flex III (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,16,1
Bad Characters,Living Characters,,Green Eyes,01-07-2005,,Blue Hair,Secret Identity,Guilt (New Earth),Genderless Characters,02-10-2021,DC Comics,1,,1,16,1
Bad Characters,Living Characters,,Black Eyes,01-03-2005,,Black Hair,Secret Identity,High-Rise (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,16,1
Bad Characters,Living Characters,,,01-10-2005,,Blond Hair,Secret Identity,Lagomorph (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,16,1
Bad Characters,Living Characters,,,01-11-2005,,,Secret Identity,Little B.U.D.D.Y. (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,16,1
Bad Characters,Living Characters,,,01-07-2005,,,,Morass (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,16,1
Neutral Characters,Living Characters,,,01-10-2005,,Blond Hair,Secret Identity,Nobody (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,16,1
Good Characters,Deceased Characters,,Blue Eyes,01-07-2005,,Blond Hair,,Oksana Verchenko (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,16,1
Good Characters,Deceased Characters,,Brown Eyes,01-07-2005,,Brown Hair,,Patricia Grace-Colby (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,16,1
Bad Characters,Living Characters,,,01-09-2005,,Black Hair,Secret Identity,Purple Pilgrim (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,16,1
Bad Characters,Living Characters,,,01-08-2005,,Brown Hair,Secret Identity,Samuel Benjamin (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,16,1
Neutral Characters,Living Characters,,Brown Eyes,01-05-2005,,Black Hair,Secret Identity,Soapy (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,16,1
Good Characters,Deceased Characters,,Black Eyes,01-11-2005,,Black Hair,Secret Identity,Tech-Fu (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,16,1
Bad Characters,Living Characters,,,01-06-2005,,,Secret Identity,Thought Terror (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,16,1
Bad Characters,Living Characters,,Black Eyes,01-11-2005,,,Secret Identity,Tigris (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,16,1
Bad Characters,Deceased Characters,,Blue Eyes,01-11-2005,,Blond Hair,Secret Identity,White Willow (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,16,1
Bad Characters,Living Characters,,,01-11-2005,,Black Hair,Public Identity,Wunda (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,16,1
,Living Characters,,,01-09-2004,,,,Arnold Locane (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,17,1
,Deceased Characters,,,01-09-2004,,Brown Hair,,Carol Erikson (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,17,1
Good Characters,Deceased Characters,,,01-08-2004,,Brown Hair,Public Identity,James Wright (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,17,1
,Deceased Characters,,,01-09-2004,,Brown Hair,,Louis Erikson (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,17,1
Bad Characters,Deceased Characters,,Green Eyes,01-06-2004,,Red Hair,,Precious (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,17,1
Good Characters,Living Characters,,,01-08-2004,,Red Hair,Secret Identity,Scratch (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,17,1
Good Characters,Deceased Characters,,,01-08-2004,,Black Hair,Public Identity,Sheila Carr (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,17,1
Bad Characters,Living Characters,,,01-01-2004,,,Secret Identity,Steel Fang (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,17,1
Good Characters,Living Characters,,Brown Eyes,01-06-2003,,Brown Hair,,Althea (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,18,1
Bad Characters,Deceased Characters,,Black Eyes,01-03-2003,,Black Hair,Secret Identity,Amok (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,18,1
Good Characters,Living Characters,,Brown Eyes,01-05-2003,,Brown Hair,,Catalyn (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,18,1
Good Characters,Living Characters,,Blue Eyes,01-11-2003,,White Hair,Public Identity,Dennap (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,18,1
Good Characters,Living Characters,,,01-10-2003,,Brown Hair,Public Identity,Koenraad Von Grimm (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,18,1
Good Characters,Living Characters,,,01-06-2003,,Blond Hair,,Macaria (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,18,1
Good Characters,Living Characters,,,01-08-2003,,Brown Hair,,Marlus Randone (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,18,1
Bad Characters,Deceased Characters,,Blue Eyes,01-12-2003,,,Public Identity,Martin Somers (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,18,1
Bad Characters,Living Characters,,,01-02-2003,,Brown Hair,Secret Identity,Mourn II (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,18,1
,Living Characters,,,01-07-2003,,White Hair,Public Identity,Paul Proch (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,18,1
Good Characters,Living Characters,,Blue Eyes,01-12-2003,,Red Hair,,Rudyon (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,18,1
Bad Characters,Living Characters,,,01-10-2003,,Brown Hair,,Three of Diamonds I (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,18,1
Good Characters,Living Characters,,,01-02-2003,,Blond Hair,,Trey Hartley (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,18,1
Bad Characters,Living Characters,,,01-05-2002,,,Secret Identity,Bloque (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,19,1
Good Characters,Deceased Characters,,,01-05-2002,,Red Hair,Secret Identity,Buckeye (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,19,1
Bad Characters,Deceased Characters,,Blue Eyes,01-12-2002,,Blond Hair,,David DeVille (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,19,1
Bad Characters,Living Characters,,,01-03-2002,,White Hair,Public Identity,Dickson Kurata (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,19,1
Bad Characters,Deceased Characters,,,01-01-2002,,Black Hair,,Eliza (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,19,1
Bad Characters,Living Characters,,,01-03-2002,,Black Hair,Public Identity,Jack Monteleone (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,19,1
Bad Characters,Living Characters,,,01-02-2002,,,,Jack of Clubs II (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,19,1
Bad Characters,Living Characters,,,01-02-2002,,,,Jack of Hearts I (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,19,1
Bad Characters,Deceased Characters,,,01-08-2002,,White Hair,Public Identity,James Stark (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,19,1
